affiliated_committee_name,candidate_ids,committee_id,committee_type,designation_type,name,organization_type,state,topic_weight,summary
CUMMINS-ALLISON CORP.,[],C00408914,PAC - Qualified,Unauthorized,CUMMINS-ALLISON CORP EMPLOYEES FOR GOOD GOVERNMENT,Corporation,IL,tw_labor,Labor Unions
CUMMINS INC.,[],C00377952,PAC - Qualified,Lobbyist/Registrant PAC,CUMMINS INC. POLITICAL ACTION COMMITTEE (CIPAC),Corporation,DC,,
CUNA MUTUAL HOLDING COMPANY,[],C00402107,PAC - Qualified,Lobbyist/Registrant PAC,CUNA MUTUAL HOLDING COMPANY POLITICAL ACTION COMMITTEE (CUNA MUTUAL PAC),Corporation,WI,,
,['H4IL14041'],C00513473,House,Principal campaign committee,CUNNINGHAM FOR CONGRESS COMMITTEE,,IL,,
,[],C90006636,Independent expenditure filer (not a committee),Unauthorized,"CURRAN, BRIAN P",,VA,,
NONE,['H2MI11190'],C00527051,House,Principal campaign committee,CURSON FOR CONGRESS,,MI,,
,['H0FL11186'],C00483099,House,Principal campaign committee,CURTIS FOR CONGRESS,,FL,,
CURTISS WRIGHT CORPORATION,[],C00420596,PAC - Qualified,Lobbyist/Registrant PAC,CURTISS WRIGHT CORPORATION EMPLOYEES POLITICAL ACTION COMMITTEE,Corporation,NC,tw_labor,Labor Unions
,['H0FL19064'],C00465468,House,Principal campaign committee,CURT PRICE FOR CONGRESS CAMPAIGN COMMITTEE,,FL,,
,['H0CA29107'],C00480079,House,Principal campaign committee,CUSHING 4 CONGRESS,,CA,,
,[],C90004607,Independent expenditure filer (not a committee),Unauthorized,"CUTLER, JAY B",,DC,,
,[],C90012360,Independent expenditure filer (not a committee),Unauthorized,CVFC 501C4,,CA,,
CVS HEALTH,[],C00384818,PAC - Qualified,Lobbyist/Registrant PAC,CVS HEALTH PAC,Corporation,DC,,
C.V. STARR & CO. INC.,[],C00462465,PAC - Nonqualified,Unauthorized,C.V. STARR & CO. INC. POLITICAL ACTION COMMITTEE,Corporation,NY,,
,[],C30001556,Electioneering Communication,Unauthorized,CWA NON-FEDERAL SEPARATE SEGREGATED FUND,,DC,,
NONE,[],C00488965,PAC - Nonqualified,Unauthorized,CWT,,IL,,
CYBERONICS INC,[],C00481291,PAC - Nonqualified,Unauthorized,CYBERONICS INC FEDERAL POLITICAL ACTION COMMITTEE,Corporation,TX,,
,['H2GA11016'],C00256354,House,Principal campaign committee,CYNTHIA MCKINNEY FOR CONGRESS,,GA,,
CYTEC ENGINEERED MATERIALS INC.,[],C00425355,PAC - Nonqualified,Unauthorized,CYTEC ENGINEERED MATERIALS POLITICAL ACTION COMMITTEE AKA CEM PAC,Corporation,AZ,,
,['H2CA01128'],C00516427,House,Principal campaign committee,DACQUISTO FOR CONGRESS,,CA,,
DADE COUNTY FIREFIGHTERS SLOCAL 1403,[],C00130187,PAC - Qualified,Unauthorized,"DADE COUNTY FIRE FIGHTERS, LOCAL 1403 PAC",Labor Organization,FL,tw_labor,Labor Unions
CYNTHIA LUMMIS,[],C00522060,PAC - Nonqualified,Leadership PAC,DAGNY POLITICAL ACTION COMMITTEE,,WY,,
,['H8OH12073'],C00443630,House,Principal campaign committee,DAGRES FOR CONGRESS,,OH,,
PA DEM PTY,['H8PA03084'],C00489716,PAC - Nonqualified,Joint fundraising committee,DAHLKEMPER VICTORY FUND,,DC,,
"DAIICHI SANKYO, INC.",[],C00441204,PAC - Qualified,Lobbyist/Registrant PAC,"DAIICHI SANKYO, INC. EMPLOYEE POLITICAL ACTION COMMITTEE",Corporation,NJ,,
NE-OH CONGRESSIONAL VICTORY FUND,['H8OH18088'],C00435198,House,Principal campaign committee,DAILEY FOR CONGRESS,,OH,,
NONE,['H2MT01060'],C00506865,PAC - Nonqualified,Joint fundraising committee,DAINES MONTANA VICTORY COMMITTEE,,VA,,
,[],C90009366,Independent expenditure filer (not a committee),Unauthorized,"DAIN, PAUL F",,FL,,
"DAIRY FARMERS OF AMERICA, INC.",[],C00001388,PAC - Qualified,Lobbyist/Registrant PAC,"DAIRY FARMERS OF AMERICA, INC. POLITICAL ACTION COMMITTEE; AKA DFA-PAC",Cooperative,KS,tw_agriculture,Agricultural Businesses
"DAIRY FARMERS OF AMERICA, INC. - DEPAC (DAIRY EDUCATIONAL POLITICAL ACTION COMMITTEE)",[],C00143818,PAC - Qualified,Unauthorized,DAIRYLEA COOPERATIVE POLITICAL ACTION COMMITTEE,Cooperative,NY,,
DAIRYMANS STATE POLITICAL ACTION COMMITTEE,[],C00506618,PAC - Nonqualified,Unauthorized,DAIRYMANS FEDERAL POLITICAL ACTION COMMITTEE,,CA,,
HOEVEN,[],C00493072,PAC - Qualified,Leadership PAC,DAKOTA PAC,,ND,,
HEIDI HEITKAMP,[],C00536607,PAC - Qualified,Leadership PAC,DAKOTA PRAIRIE PAC,,DC,,
KENT CONRAD,[],C00364356,PAC - Qualified,Leadership PAC,DAKPAC,,DC,,
,['H2TX28040'],C00497867,House,Principal campaign committee,DALE BRUEGGEMANN FOR CONGRESS,,TX,,
,['H8NJ01135'],C00448308,House,Principal campaign committee,DALE GLADING FOR CONGRESS 2010,,NJ,,
,['H2WI07073'],C00512715,House,Principal campaign committee,DALE LEHNER CAMPAIGN COMMITTEE,,WI,,
,['H2CO03161'],C00517425,House,Principal campaign committee,DALE REED COMMITTEE,,CO,,
,[],C90008756,Independent expenditure filer (not a committee),Unauthorized,DAL LAMAGNA,,WA,,
,['H2TX27125'],C00499111,House,Principal campaign committee,DALLAS CHAMBLESS FOR CONGRESS,,TX,,
NONE,[],C00528489,Party - Nonqualified,Unauthorized,DALLAS COUNTY DEMOCRATIC PARTY,,TX,,
DALLAS COUNTY REPUBLICAN COMMITTEE - STATE,[],C00342857,Party - Qualified,Unauthorized,DALLAS COUNTY REPUBLICAN PARTY - PRIMARY,,TX,,
DALLAS ENTREPRENEURS - SESSIONS 2018 FUND,[],C00283523,PAC - Qualified,Unauthorized,DALLAS ENTREPRENEUR POLITICAL ACTION COMMITTEE,,TX,,
DALLAS-FT WORTH ASSOCIATION OF MORTGAGE BROKERS,[],C00380659,PAC - Nonqualified,Unauthorized,DALLAS-FT WORTH ASSOCIATION OF MORTGAGE BROKERS POLITICAL ACTION COMMITTEE,Membership Organization,TX,tw_banking_and_finance,Financial Businesses
NONE,[],C00356477,PAC - Nonqualified,Unauthorized,DALLAS SAFARI CLUB PAC,Membership Organization,TX,tw_guns,Gun Rights
SONS AND DAUGHTERS OF LIBERTY,[],C00510719,Super PAC (Independent Expenditure-Only),Lobbyist/Registrant PAC,DAMIAN C PALMER AND JACK C PILGRIM FOR A BETTER AMERICA SUPER PAC,,MO,,
,[],C00410993,PAC - Qualified,Lobbyist/Registrant PAC,DAM PAC,,NV,,
NONE,['H2CA36348'],C00494880,House,Principal campaign committee,DAN ADLER FOR CONGRESS,,CA,,
NONE,['H8CA08062'],C00436154,House,Principal campaign committee,DANA WALSH FOR CONGRESS,,CA,,
,['H2IN06221'],C00502104,House,Principal campaign committee,DAN BOLLING FOR CONGRESS,,IN,,
,['H2IN06023'],C00145862,House,Principal campaign committee,DAN BURTON FOR CONGRESS COMMITTEE,,IN,,
,['H0MI07093'],C00479691,House,Principal campaign committee,DAN DAVIS FOR CONGRESS COMMITTEE,,MI,,
NONE,['H8NM03212'],C00443614,House,Principal campaign committee,DAN EAST FOR CONGRESS 2008,,NM,,
,['H0VI00037'],C00487801,House,Principal campaign committee,DANET FOR CONGRESS,,VI,,
,['H2MN04102'],C00506576,House,Principal campaign committee,DAN FLOOD FOR CONGRESS,,MN,,
,['H8PA16052'],C00457390,House,Principal campaign committee,DAN FRANK FOR CONGRESS,,PA,,
,['H0NE03209'],C00485797,House,Principal campaign committee,DAN HILL FOR CONGRESS CAMPAIGN COMMITTEE,,NE,,
,['H0OK02145'],C00461665,House,Principal campaign committee,DANIEL ARNETT 2010,,OK,,
,['H2MA09205'],C00522854,House,Principal campaign committee,DANIEL BOTELHO FOR CONGRESS,,MA,,
,['H2MA09205'],C00517177,House,Authorized by a candidate,DANIEL BOTELHO FOR U S HOUSE OF REPRESENTATIVES,,MA,,
,['H2MN08129'],C00504076,House,Principal campaign committee,DANIEL FANNING FOR CONGRESS,,MN,,
,['H2AL04055'],C00526293,House,Principal campaign committee,DANIEL H BOMAN FOR CONGRESS,,AL,,
,['H2MI11216'],C00532432,House,Principal campaign committee,DANIEL JOHNSON FOR CONGRESS,,MI,,
NONE,['H0CA06121'],C00502781,House,Principal campaign committee,DANIEL ROBERTS FOR CONGRESS,,CA,,
,['H0CA16104'],C00484139,House,Principal campaign committee,DANIEL SAHAGUN CONGRESSIONAL EXPLORATORY COMMITTEE,,CA,,
TRANSPORTATION TRUST FUND,['H0FL08208'],C00481911,House,Principal campaign committee,DANIEL WEBSTER FOR CONGRESS,,FL,,
NONE,[],C00387134,PAC - Qualified,Leadership PAC,DANIEL WEBSTER PAC,,NH,,
,['H2TX36100'],C00512939,House,Principal campaign committee,DANIEL WHITTON FOR CONGRESS COMMITTEE,,TX,,
NONE,['H2NY22147'],C00512699,House,Principal campaign committee,DAN LAMB FOR CONGRESS,,NY,,
LIPINSKI VICTORY FUND,['H4IL03077'],C00405431,House,Principal campaign committee,DAN LIPINSKI FOR CONGRESS,,IL,,
,['H0NY04107'],C00487843,House,Principal campaign committee,DAN MALONEY FOR CONGRESS,,NY,,
NONE,['H2WA02177'],C00514885,House,Principal campaign committee,DAN MATTHEWS FOR CONGRESS,,WA,,
,[],C90010752,Independent expenditure filer (not a committee),Unauthorized,"D'ANNUNZIO, TIM",,NC,,
,['H2GA14010'],C00523126,House,Principal campaign committee,DANNY GRANT FOR CONGRESS,,GA,,
,['H2CO01124'],C00510099,House,Principal campaign committee,DANNY STROUD FOR CONGRESS,,CO,,
NONE,[],C00410787,PAC - Qualified,Leadership PAC,DANPAC,,HI,,
,['H8MN02053'],C00442533,House,Principal campaign committee,DAN POWERS FOR CONGRESS,,MN,,
,['H8CT02085'],C00528810,House,Principal campaign committee,DAN REALE FOR CONGRESS,,MN,,
NONE,['H2CT05123'],C00494096,House,Principal campaign committee,DAN ROBERTI FOR CONGRESS,,CT,,
BLUE ILLINOIS 2010,['H6IL10119'],C00417501,House,Principal campaign committee,DAN SEALS FOR CONGRESS,,IL,,
,['H2CA25176'],C00517706,House,Principal campaign committee,DANTE ACOSTA FOR CONGRESS,,CA,,
NONE,[],C00524538,Super PAC (Independent Expenditure-Only),Unauthorized,DARBO,,WA,,
NONE,['H6WA08068'],C00505412,House,Principal campaign committee,DARCY BURNER FOR CONGRESS,,WA,,
"DARDEN RESTAURANTS, INC.",[],C00108282,PAC - Qualified,Lobbyist/Registrant PAC,"DARDEN RESTAURANTS, INC. EMPLOYEES GOOD GOVERNMENT FUND",Corporation,FL,tw_labor,Labor Unions
,['H0CA27119'],C00477307,House,Principal campaign committee,DARIAN FOR CONGRESS,,CA,,
DARIA NOVAK FOR CONGRESS,['H0CT02140'],C00461012,House,Principal campaign committee,DARIA NOVAK FOR CONGRESS,,CT,,
,[],C00022756,PAC - Qualified,Unauthorized,DARIGOLD POLITICAL ACTION COMMITTEE FKA NORTH PACIFIC DAIRY,Cooperative,WA,,
,['H8NY21179'],C00447029,House,Principal campaign committee,DARIUS FOR CONGRESS,,NY,,
,[],C00491324,PAC - Nonqualified,Unauthorized,DARIUS TULLIS POLITICAL ACTION COMMITTEE (DARIUSPAC),,NJ,,
NONE,['H0CA48024'],C00493528,PAC - Nonqualified,Joint fundraising committee,DARRELL ISSA VICTORY FUND,,CA,,
,['H2WA01153'],C00498378,House,Principal campaign committee,DARSHAN RAUNIYAR FOR CONGRESS,,WA,,
,['H2PA15099'],C00506162,House,Principal campaign committee,DAUGHERTY FOR CONGRESS ,,PA,,
,['H2WA09107'],C00514752,House,Principal campaign committee,DAVE CHRISTIE FOR CONGRESS,,WA,,
,['H2IN08094'],C00496208,House,Principal campaign committee,DAVE CROOKS FOR CONGRESS,,IN,,
,['H2TX25210'],C00498493,House,Principal campaign committee,DAVE GARRISON FOR CONGRESS,,TX,,
,['H0UT02153'],C00470104,House,Principal campaign committee,DAVE GLISSMEYER FOR CONGRESS COMMITTEE,,UT,,
,['H0NE01104'],C00479535,House,Principal campaign committee,DAVE HUNT FOR CONGRESS,,NE,,
,['H2MD03135'],C00507608,House,Principal campaign committee,DAVE LOCKWOOD FOR CONGRESS,,MD,,
,[],C90009911,Independent expenditure filer (not a committee),Unauthorized,"DAVENPORT, BENJAMIN",,CA,,
,['H8MO06076'],C00447730,House,Principal campaign committee,DAVESFRIENDS,,MO,,
,['H2AZ08060'],C00511311,House,Principal campaign committee,DAVE SITTON FOR CONGRESS,,AZ,,
,['H0CA23092'],C00471102,House,Principal campaign committee,DAVE STOCKDALE FOR CONGRESS,,CA,,
,['H2MT00054'],C00497800,House,Principal campaign committee,DAVE STROHMAIER FOR CONGRESS,,MT,,
,['H0OK05163'],C00480806,House,Principal campaign committee,DAVE WHITE FOR CONGRESS 2010,,OK,,
NONE,['H2TX06152'],C00507483,House,Principal campaign committee,DAVID ALAMEEL FOR CONGRESS,,TX,,
,['H0MO03120'],C00478271,House,Principal campaign committee,DAVID ARNOLD FOR CONGRESS,,MO,,
,['H4VA02029'],C00397844,House,Principal campaign committee,DAVID ASHE FOR CONGRESS,,VA,,
,['H0AR02156'],C00477315,House,Principal campaign committee,DAVID BOLING FOR CONGRESS,,AR,,
,['H2CA50158'],C00512947,House,Principal campaign committee,DAVID B SECOR FOR CONGRESS 2012,,CA,,
,['H2AZ09076'],C00514497,House,Principal campaign committee,DAVID BUSHMAN FOR CONGRESS,,AZ,,
,['H2TX15054'],C00507723,House,Principal campaign committee,DAVID CANTU FOR US CONGRESS DISTRICT 15,,TX,,
,['H2UT02332'],C00509257,House,Principal campaign committee,DAVID CLARK FOR CONGRESS,,UT,,
,['H0AR01133'],C00477554,House,Principal campaign committee,DAVID COOK FOR CONGRESS ELECTION COMMITTEE,,AR,,
,['H2AZ03095'],C00510578,House,Principal campaign committee,DAVID CROWE FOR CONGRESS,,AZ,,
,['H8CA33243'],C00443051,House,Principal campaign committee,DAVID CROWLEY FOR CONGRESS,,CA,,
,['H0NV01144'],C00476481,House,Principal campaign committee,DAVID CUNNINGHAM FOR CONGRESS,,NV,,
NONE,['H6TN01313'],C00421891,House,Principal campaign committee,DAVID DAVIS VICTORY FUND,,TN,,
,['H2NY12163'],C00520445,House,Principal campaign committee,DAVID GARLAND FOR CONGRESS,,NY,,
,['H4IL15055'],C00466391,House,Authorized by a candidate,DAVID GILL FOR CONGRESS,,IL,,
,['H2FL15084'],C00504803,House,Principal campaign committee,DAVID GUNTER FOR CONGRESS,,FL,,
NONE,['H0TN05184'],C00480319,House,Principal campaign committee,DAVID HALL FOR CONGRESS,,TN,,
,['H2GA07113'],C00522342,House,Principal campaign committee,DAVID HANCOCK FOR CONGRESS,,GA,,
,['H0WA03153'],C00471037,House,Principal campaign committee,DAVID HEDRICK FOR CONGRESS,,WA,,
,['H2CA28097'],C00498683,House,Principal campaign committee,DAVID HERNANDEZ FOR CONGRESS 2012,,CA,,
,['H8CA51039'],C00448035,House,Principal campaign committee,DAVID LEE JOY FOR CONGRESS,,CA,,
,['H2OH08074'],C00512434,House,Principal campaign committee,DAVID LEWIS FOR CONGRESS,,OH,,
,['H6FL16067'],C00481333,House,Principal campaign committee,DAVID LUTRIN FOR CONGRESS,,FL,,
,['H8AL05117'],C00478925,House,Principal campaign committee,DAVID MAKER,,AL,,
,['H0TX07139'],C00477836,House,Principal campaign committee,DAVID MCCURRACH FOR CONGRESS,,TX,,
,['H8IL08044'],C00332114,House,Authorized by a candidate,DAVID MCSWEENEY FOR CONGRESS,,IL,,
IL-08 CONGRESSIONAL VICTORY COMMITTEE,['H8IL08044'],C00411314,House,Principal campaign committee,"DAVID MCSWEENEY FOR CONGRESS 2006, INC",,IL,,
,['H0LA04081'],C00485805,House,Principal campaign committee,DAVID MELVILLE FOR CONGRESS,,LA,,
,['H0NY16101'],C00473991,House,Principal campaign committee,DAVID M JOHNSON FOR CONGRESS 2010,,NY,,
,['H0CA10172'],C00463257,House,Authorized by a candidate,DAVID PETERSON OPEN GOVERNMENT SOLUTIONS,,CA,,
NONE,['H0FL25038'],C00477356,House,Principal campaign committee,DAVID RIVERA FOR CONGRESS,,FL,,
DAVID ROSA FOR CONGRESS,['H2TX20039'],C00507665,House,Principal campaign committee,DAVID ROSA FOR CONGRESS,,TX,,
ROUZER CONGRESSIONAL TRUST,['H2NC07096'],C00501643,House,Principal campaign committee,DAVID ROUZER FOR CONGRESS,,NC,,
,['H2AZ09027'],C00510495,House,Principal campaign committee,DAVID SCHAPIRA FOR CONGRESS,,AZ,,
FRIENDS OF DAVID SCHWEIKERT,['H4AZ06045'],C00440727,House,Authorized by a candidate,DAVID SCHWEIKERT FOR CONGRESS,,MD,,
NONE,['H2GA13012'],C00369801,House,Principal campaign committee,DAVID SCOTT FOR CONGRESS,,GA,,
,['H4FL23068'],C00528976,House,Principal campaign committee,DAVID SEAMAN FOR CONGRESS,,FL,,
TENNESSEE DEMOCRATIC PARTY,[],C00405894,Party - Nonqualified,Unauthorized,DAVIDSON COUNTY DEMOCRATIC EXECUTIVE COMMITTEE,,TN,,
,[],C90003849,Independent expenditure filer (not a committee),Unauthorized,"DAVIDSON, RANDALL NEAL",,LA,,
,['H2CA33139'],C00515395,House,Principal campaign committee,DAVID STEINMAN FOR CONGRESS 2012,,CA,,
NONE,['H0SC04182'],C00462705,House,Principal campaign committee,DAVID THOMAS FOR CONGRESS,,SC,,
,['H0CA32150'],C00459537,House,Principal campaign committee,DAVID TRAUX FOR CONGRESS,,CA,,
"DAVID VOLKERT & ASSOCIATES, INC.",[],C00368902,PAC - Qualified,Unauthorized,"DAVID VOLKERT & ASSOCIATES, INC. POLITICAL ACTION COMMITTEE ('DVA/HC PAC')",Corporation,AL,,
,['H2FL22114'],C00539908,House,Principal campaign committee,DAVID WAGIE FOR  CONGRESS,,FL,,
NONE,['H2NY09086'],C00499103,House,Principal campaign committee,DAVID WEPRIN FOR CONGRESS,,NY,,
,['H0AR03030'],C00468033,House,Principal campaign committee,DAVID WHITAKER FOR CONGRESS,,AR,,
NONE,[],C00491050,PAC - Qualified,Unauthorized,DAVIS DEMOCRATIC CLUB,,CA,,
NONE,['H4IL07037'],C00172619,House,Principal campaign committee,DAVIS FOR CONGRESS/FRIENDS OF DAVIS,,IL,,
,[],C90007733,Independent expenditure filer (not a committee),Unauthorized,"DAVIS, STANLEY M",,CO,,
NONE,[],C00163238,PAC - Qualified,Unauthorized,DAVIS WRIGHT POLITICAL ACTION COMMITTEE,,DC,,
DAVITA INC.,[],C00340943,PAC - Qualified,Lobbyist/Registrant PAC,DAVITA INC. POLITICAL ACTION COMMITTEE (DAPAC),Corporation,WA,,
BARROW,[],C00455360,PAC - Qualified,Leadership PAC,DAWG PAC - DEMOCRATS AGAINST WASTE IN GOVERNMENT,,MD,,
,['H2OH16036'],C00504977,House,Principal campaign committee,DAWN HOWARD FOR OHIO,,OH,,
,['P20002929'],C00497339,House,Principal campaign committee,DAY FOR PRESIDENT FKA DAY FOR ALL OF AMERICA,,TX,,
THE AES CORPORATION POLITICAL ACTION COMMITTEE,[],C00102947,PAC - Qualified,Lobbyist/Registrant PAC,DAYTON POWER AND LIGHT COMPANY RESPONSIBLE CITIZENSHIP FUND; THE,Corporation,OH,,
"DAY & ZIMMERMANN, INC.",[],C00341271,PAC - Qualified,Unauthorized,DAY & ZIMMERMANN INC FEDERAL PAC (AKA 'DAYPAC - FEDERAL'),Corporation,PA,,
DBA INTERNATIONAL,[],C00444497,PAC - Nonqualified,Unauthorized,DBA INTERNATIONAL POLITICAL ACTION COMMITTEE (DBA PAC),Trade Association,VA,,
HOUSE SENATE VICTORY FUND,[],C00000935,Party - Qualified,Unauthorized,DCCC,,DC,,
DEMOCRATIC GRASSROOTS VICTORY FUND,[],C00295964,Party - Qualified,Unauthorized,DC DEMOCRATIC STATE COMMITTEE,,DC,,
,[],C00402289,PAC - Nonqualified,Lobbyist/Registrant PAC,DC FOR DEMOCRACY PAC,,DC,,
,[],C00412395,PAC - Qualified,Lobbyist/Registrant PAC,DCI PAC,,DC,,
NONE,['P80003338'],C00496992,Single Candidate Independent Expenditure,Unauthorized,DC LGBT FOR SECOND TERM,,MD,,
,['H2AR04125'],C00519942,House,Principal campaign committee,DC MORRISON FOR CONGRESS COMMITTEE,,AR,,
TRUMP VICTORY C/O RED CURVE SOLUTIONS,[],C00191288,Party - Qualified,Unauthorized,DC REPUBLICAN PARTY FEDERAL ACCOUNT,,DC,,
,[],C00417758,PAC - Nonqualified,Unauthorized,DDC ADVOCACY POLITICAL ACTION COMMITTEE (DDC PAC),,MD,,
,['H0FL03118'],C00481739,House,Principal campaign committee,DEAN BLACK FOR CONGRESS,,FL,,
NONE,[],C00498816,PAC - Nonqualified,Unauthorized,DEAN DEMOCRATIC CLUB OF SILICON VALLEY,,CA,,
DEAN FOODS,[],C00340083,PAC - Qualified,Lobbyist/Registrant PAC,DEAN FOODS COMPANY POLITICAL ACTION COMMITTEE,Corporation,TX,tw_agriculture,Agricultural Businesses
,['H8TX22123'],C00438614,House,Principal campaign committee,DEAN HRBACEK FOR CONGRESS,,TX,,
DEAN OPERATIONS INC,[],C00084285,PAC - Qualified,Unauthorized,DEAN OPERATIONS INC PAC (DEANPAC),Corporation,MO,,
NONE,['H2AL01176'],C00501072,House,Principal campaign committee,DEAN YOUNG FOR CONGRESS COMMITTEE,,AL,,
,['H0OH02113'],C00481754,House,Principal campaign committee,DEBBIE ALSFELDER FOR CONGRESS,,OH,,
,['H2CA14139'],C00516799,House,Principal campaign committee,DEBBIE BACIGALUPI FOR CONGRESS,,CA,,
,['H2SC07082'],C00506949,House,Principal campaign committee,DEBBIE HARWELL FOR CONGRESS,,SC,,
NONE,['H4FL20023'],C00385773,House,Principal campaign committee,DEBBIE WASSERMAN SCHULTZ FOR CONGRESS,,FL,,
,['H0CT04146'],C00465534,House,Principal campaign committee,DEBICELLA FOR CONGRESS,,CT,,
,['H2SC04105'],C00532713,House,Principal campaign committee,DEB MORROW FOR CONGRESS,,SC,,
,['H0FL04033'],C00346767,House,Principal campaign committee,DEBORAH FOR CONGRESS,,FL,,
HALVORSON FOR CONGRESS,[],C00479121,PAC - Nonqualified,Leadership PAC,DEBPAC,,IL,,
NONE,['H2CA36256'],C00493205,House,Principal campaign committee,DEBRA BOWEN FOR CONGRESS,,CA,,
,['H2AK00127'],C00523662,House,Principal campaign committee,DEBRA CHESNUT FOR CONGRESS,,AK,,
,['H0WA03179'],C00472795,House,Principal campaign committee,DEB WALLACE FOR CONGRESS,,WA,,
,['H2NY28110'],C00503797,House,Principal campaign committee,DECKER FOR CONGRESS,,NY,,
NONE,[],C00414888,PAC - Qualified,Unauthorized,DECLARATION ALLIANCE PAC,Corporation w/o capital stock,VA,,
NONE,['H0NY23065'],C00463976,House,Principal campaign committee,DEDE FOR CONGRESS INC,,NY,,
,['H0FL24155'],C00480343,House,Principal campaign committee,DEDELOW FOR CONGRESS,,FL,,
GOVERN PAC,[],C00427930,PAC - Qualified,Leadership PAC,DEDICATED TO ESTABLISHING NATIONAL TEAMWORK PAC,,FL,,
NONE,['H0PA13080'],C00469627,House,Principal campaign committee,DEE ADCOCK FOR CONGRESS,,PA,,
JOE SESTAK,[],C00455741,PAC - Qualified,Leadership PAC,DEEP BLUE PAC,,PA,,
NONE,['H8FL22038'],C00435628,PAC - Nonqualified,Unauthorized,DEEP STRIKE PAC,,FL,,
DEERE & COMPANY,[],C00204099,PAC - Qualified,Lobbyist/Registrant PAC,DEERE & COMPANY PAC (AKA JOHN DEERE PAC),Corporation,IL,tw_agriculture,Agricultural Businesses
NONE,['H6NH01230'],C00419978,PAC - Nonqualified,Unauthorized,DEFEAT BAD LEADERS 2020,,NH,,
NONE,[],C00525832,Super PAC (Independent Expenditure-Only),Unauthorized,DEFEAT ROMNEY 2012,,LA,,
SHELBY,[],C00325993,PAC - Qualified,Leadership PAC,DEFEND AMERICA PAC,,AL,,
,[],C00524553,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDERS OF AMERICA,,CA,,
,[],C00523472,PAC - Nonqualified,Unauthorized,DEFENDERS OF FREEDOM,,TN,,
NONE,[],C00536664,Hybrid PAC (with Non-Contribution Account) - Qualified,Unauthorized,DEFENDERS OF FREEDOM AND SECURITY,,CA,,
NONE,[],C00524173,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDERS OF THE REPUBLIC,,CA,,
NONE,[],C00523019,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDERS OF WILDLIFE ACTION COMMITTEE,,DC,tw_environment,Environment and Conservation
,[],C90007907,Independent expenditure filer (not a committee),Unauthorized,DEFENDERS OF WILDLIFE ACTION FUND,,DC,tw_environment,Environment and Conservation
DEFENDERS OF WILDLFIE ACTION FUND,[],C00503318,PAC - Nonqualified,Lobbyist/Registrant PAC,DEFENDERS OF WILDLIFE ACTION FUND PAC,Membership Organization,DC,tw_environment,Environment and Conservation
NONE,[],C00463331,Hybrid PAC (with Non-Contribution Account) - Qualified,Unauthorized,DEFENDING AMERICA'S FUTURE,,AZ,,
SCHWEIKERT VICTORY COMMITTEE,[],C00497594,PAC - Qualified,Leadership PAC,DEFENDING AMERICA'S VALUES EVERYWHERE (TEAM DAVE),,MD,,
BLACK,[],C00499996,PAC - Qualified,Leadership PAC,DEFENDING AND INVESTING IN AMERICA'S NEW ENDEAVORS PAC (DIANE PAC),,TN,,
,[],C00512533,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDING LIBERTY,,TX,,
NONE,[],C00540203,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDING MAIN STREET SUPERPAC INC.,,DC,,
NONE,[],C00539858,Super PAC (Independent Expenditure-Only),Unauthorized,DEFENDING OUR VALUES,,GA,,
NONE,[],C00525204,Super PAC (Independent Expenditure-Only),Unauthorized,DEFEND OUR HOMES,,DC,,
